gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,problem_context_samples_json,source_candidate_id,source_record_id,source,candidate_rank,matched_name,matched_field,retrieval_method,retrieval_score,category_compatibility,normalized_names_json,hanja_json,era_values_json,birth_year,death_year,bonkwan_json,source_entity_type_proposal,source_context_json,candidate_pair_signals_json,gold_candidate_role,gold_alternative_key,gold_display_name,gold_entity_type,gold_related_entity_key,gold_related_display_name,gold_related_entity_type,gold_reason
27,gold-case:7bb0fd2d3af9782937b7,term-review-task:cb9dc3a68fc1faae6817,resolution-case:28be9e3599e7955ffdb8,민립대학기성준비회,단체,"[{""problem_id"": ""cj_v41_1182"", ""full_text"": ""대학을 세운다는 일은 극히 거창하여 여간 몇 사람의 힘으로는 도저히 성취할 바가 아니므로 금일까지 실지의 운동이 일어나지 못하였던 것이라. 그러나 일이 거창하고 어렵다고 시작을 아니하면 언제까지든지 조선 사람의 대학이라는 것은 생겨볼 수가 없다. 그러므로 이번에 조선 전도의 다수한 유지를 망라하여 민중적 운동으로 될 수 있는 대로 많은 사람의 힘을 합하여 민립 대학 한 곳을 세워 보고자 이상재, 이승훈 등의 주창으로 수일 전에 민립 대학 기성 준비회를 조직하고 집행위원을 선정하였는데, 장차 각 부·군에서 다수한 발기인의 참가를 구하여 경성에서 발기회를 열고 실행 방법을 결정할 터이다. 1895 1911 1919 1924 1938 1942 (가) (나) (다) (라) (마) 한성 사범 학교 제1차 3·1 경성 제국 대학 제3차 조선어 학회 설립 조선 교육령 운동 개교 조선 교육령 사건\n다음 자료가 발표된 시기를 연표에서 옳게 고른 것은?\n(가)\n(나)\n(다)\n(라)\n(마)""}]",source-candidate:594080e9a387a962f8c0,AKS:ARTICLE:E0006296:sha256-704d8ea620c542f5,AKS,5,국민대회준비회,name,name_ngram,0.286667,COMPATIBLE,"[""국민대회준비회""]","[""國民大會準備會""]","[""현대""]",,,[],Organization,"{""headword"": ""국민대회준비회"", ""origin"": ""國民大會準備會"", ""headword_origin"": ""국민대회준비회(國民大會準備會)"", ""primary_type"": ""단체"", ""era"": ""현대"", ""definition"": ""1945년 광복 직후 대한민국임시정부 지지를 표방하는 우익지도자들이 결성한 회의체.""}","[{""left_source_candidate_id"": ""source-candidate:594080e9a387a962f8c0"", ""right_source_candidate_id"": ""source-candidate:eb1591e7c27d7592691f"", ""signals"": [""normalized_name_match"", ""hanja_match"", ""era_overlap""], ""conflicts"": [], ""merge_eligible"": true}]",,,,,,,,전혀 다른 용어
28,gold-case:be44f046cbdca44d9930,term-review-task:35c89da78d0a0d2c5eb4,resolution-case:d6bae9ab76c84c8da2ff,향약집성방,문헌,"[{""problem_id"": ""cj_v41_0062"", ""full_text"": ""감염병 확산 등에 대처하기 위해 구제도감을\n(가)에 들어갈 내용으로 옳지 않은 것은?\n물가 조절을 위해 상평창을 설치하였다.\n병자에게 의약품을 제공하는 혜민국이 있었다.\n환자 치료와 빈민 구제를 위해 동∙서 대비원을 두었어.\n국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}, {""problem_id"": ""cj_v41_0302"", ""full_text"": ""(역사 다큐엔터리 제작 기획안〉 15세기 조선, 과학을 꽃 피우다 1.기획 의도 조선 초, 부국강병과 민생 안정을 위해 과학 기술 분야에서 노력한 모습을 살펴본다. 2.구성 1부 태양의 그림자로 시간을 보는 앙부일구 (가) 3부 외적의 침입에 대비한 신무기, 신기전과 화차\n(가)에 들어갈 내용으로 옳지 않은 것은?\n기기도설을 참고하여 설계한 거중기\n국산 약재와 치료법을 소개한 향약집성방\n한양을 기준으로 한 역법서인 칠정산 내편\n활판 인쇄술의 발달을 가져온 계미자와 갑인자\n우리나라 실정에 맞는 농법을 소개한 농사직설""}, {""problem_id"": ""cj_v41_0531"", ""full_text"": ""왕이 명하였다. \""도성 안의 백성들이 역질에 걸렸으니 구제도감을 설치하여 치료하고, 시신과 유골은 거두어 매장하라.\"" 중서성에서 아뢰었다. \""지난해 관내 서도의 주현에 흉년이 들어 백성이 굶주리고 있다. 사창과 공해의 곡식을 내어 경작을 원조하고, 가난하여 살아갈 수 없는 자는 의창을 열어 진휼하십시오.\""\n다음 상황이 나타난 시기의 사회 시책으로 옳은 것은?\n유랑민을 구휼하는 활인서를 두었다.\n백성들에게 곡식을 빌려주는 진대법을 실시하였다.\n국산 약재와 치료법을 소개한 향약집성방을 편찬하였다.\n기근에 대비하기 위해 구황촬요를 간행하여 보급하였다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}]",source-candidate:184a2dc9ee760ad4247b,AKS:ARTICLE:E0062961:sha256-704d8ea620c542f5,AKS,1,향약집성방,name,exact,1.0,COMPATIBLE,"[""향약집성방""]","[""鄕藥集成方""]","[""조선"", ""조선 전기""]",,,[],Work,"{""headword"": ""향약집성방"", ""origin"": ""鄕藥集成方"", ""headword_origin"": ""향약집성방(鄕藥集成方)"", ""primary_type"": ""문헌/고서"", ""era"": ""조선/조선 전기"", ""definition"": ""조선전기 의학자 유효통 등이 향약의 모든 방문을 수집하여 1433년에 간행한에 간행한 의서. 의약서.""}","[{""left_source_candidate_id"": ""source-candidate:184a2dc9ee760ad4247b"", ""right_source_candidate_id"": ""source-candidate:1e4de91a4308d1a1d815"", ""signals"": [""normalized_name_match"", ""hanja_match"", ""era_overlap"", ""entity_type_match""], ""conflicts"": [], ""merge_eligible"": true}, {""left_source_candidate_id"": ""source-candidate:184a2dc9ee760ad4247b"", ""right_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""signals"": [""era_overlap""], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",IDENTITY_MEMBER,ALT_030,향약집성방,Work,,,,
28,gold-case:be44f046cbdca44d9930,term-review-task:35c89da78d0a0d2c5eb4,resolution-case:d6bae9ab76c84c8da2ff,향약집성방,문헌,"[{""problem_id"": ""cj_v41_0062"", ""full_text"": ""감염병 확산 등에 대처하기 위해 구제도감을\n(가)에 들어갈 내용으로 옳지 않은 것은?\n물가 조절을 위해 상평창을 설치하였다.\n병자에게 의약품을 제공하는 혜민국이 있었다.\n환자 치료와 빈민 구제를 위해 동∙서 대비원을 두었어.\n국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}, {""problem_id"": ""cj_v41_0302"", ""full_text"": ""(역사 다큐엔터리 제작 기획안〉 15세기 조선, 과학을 꽃 피우다 1.기획 의도 조선 초, 부국강병과 민생 안정을 위해 과학 기술 분야에서 노력한 모습을 살펴본다. 2.구성 1부 태양의 그림자로 시간을 보는 앙부일구 (가) 3부 외적의 침입에 대비한 신무기, 신기전과 화차\n(가)에 들어갈 내용으로 옳지 않은 것은?\n기기도설을 참고하여 설계한 거중기\n국산 약재와 치료법을 소개한 향약집성방\n한양을 기준으로 한 역법서인 칠정산 내편\n활판 인쇄술의 발달을 가져온 계미자와 갑인자\n우리나라 실정에 맞는 농법을 소개한 농사직설""}, {""problem_id"": ""cj_v41_0531"", ""full_text"": ""왕이 명하였다. \""도성 안의 백성들이 역질에 걸렸으니 구제도감을 설치하여 치료하고, 시신과 유골은 거두어 매장하라.\"" 중서성에서 아뢰었다. \""지난해 관내 서도의 주현에 흉년이 들어 백성이 굶주리고 있다. 사창과 공해의 곡식을 내어 경작을 원조하고, 가난하여 살아갈 수 없는 자는 의창을 열어 진휼하십시오.\""\n다음 상황이 나타난 시기의 사회 시책으로 옳은 것은?\n유랑민을 구휼하는 활인서를 두었다.\n백성들에게 곡식을 빌려주는 진대법을 실시하였다.\n국산 약재와 치료법을 소개한 향약집성방을 편찬하였다.\n기근에 대비하기 위해 구황촬요를 간행하여 보급하였다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}]",source-candidate:1e4de91a4308d1a1d815,THESAURUS:TERM:25715:sha256-1022516a18f91e61,THESAURUS,2,향약집성방,name,exact,1.0,UNKNOWN,"[""향약집성방""]","[""鄕藥集成方""]","[""조선전기""]",,,[],Work,"{""term_name"": ""향약집성방"", ""hanja"": ""鄕藥集成方"", ""era"": ""조선전기"", ""thesaurus_category"": ""서명"", ""description"": ""유효통(兪孝通), 노중례(盧重禮), 박윤덕(朴允德) 등이 편찬한 향약(鄕藥)과 한방(韓方)에 관한 책."", ""term_year"": ""1431""}","[{""left_source_candidate_id"": ""source-candidate:184a2dc9ee760ad4247b"", ""right_source_candidate_id"": ""source-candidate:1e4de91a4308d1a1d815"", ""signals"": [""normalized_name_match"", ""hanja_match"", ""era_overlap"", ""entity_type_match""], ""conflicts"": [], ""merge_eligible"": true}, {""left_source_candidate_id"": ""source-candidate:1e4de91a4308d1a1d815"", ""right_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""signals"": [""era_overlap""], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",IDENTITY_MEMBER,ALT_030,향약집성방,Work,,,,
28,gold-case:be44f046cbdca44d9930,term-review-task:35c89da78d0a0d2c5eb4,resolution-case:d6bae9ab76c84c8da2ff,향약집성방,문헌,"[{""problem_id"": ""cj_v41_0062"", ""full_text"": ""감염병 확산 등에 대처하기 위해 구제도감을\n(가)에 들어갈 내용으로 옳지 않은 것은?\n물가 조절을 위해 상평창을 설치하였다.\n병자에게 의약품을 제공하는 혜민국이 있었다.\n환자 치료와 빈민 구제를 위해 동∙서 대비원을 두었어.\n국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}, {""problem_id"": ""cj_v41_0302"", ""full_text"": ""(역사 다큐엔터리 제작 기획안〉 15세기 조선, 과학을 꽃 피우다 1.기획 의도 조선 초, 부국강병과 민생 안정을 위해 과학 기술 분야에서 노력한 모습을 살펴본다. 2.구성 1부 태양의 그림자로 시간을 보는 앙부일구 (가) 3부 외적의 침입에 대비한 신무기, 신기전과 화차\n(가)에 들어갈 내용으로 옳지 않은 것은?\n기기도설을 참고하여 설계한 거중기\n국산 약재와 치료법을 소개한 향약집성방\n한양을 기준으로 한 역법서인 칠정산 내편\n활판 인쇄술의 발달을 가져온 계미자와 갑인자\n우리나라 실정에 맞는 농법을 소개한 농사직설""}, {""problem_id"": ""cj_v41_0531"", ""full_text"": ""왕이 명하였다. \""도성 안의 백성들이 역질에 걸렸으니 구제도감을 설치하여 치료하고, 시신과 유골은 거두어 매장하라.\"" 중서성에서 아뢰었다. \""지난해 관내 서도의 주현에 흉년이 들어 백성이 굶주리고 있다. 사창과 공해의 곡식을 내어 경작을 원조하고, 가난하여 살아갈 수 없는 자는 의창을 열어 진휼하십시오.\""\n다음 상황이 나타난 시기의 사회 시책으로 옳은 것은?\n유랑민을 구휼하는 활인서를 두었다.\n백성들에게 곡식을 빌려주는 진대법을 실시하였다.\n국산 약재와 치료법을 소개한 향약집성방을 편찬하였다.\n기근에 대비하기 위해 구황촬요를 간행하여 보급하였다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}]",source-candidate:e61ffe64aa24f6adbe32,THESAURUS:TERM:29371917:sha256-1022516a18f91e61,THESAURUS,3,향약혜민경험방,description,description_containment,0.7,UNKNOWN,"[""향약혜민경험방""]","[""鄕藥惠民經驗方""]","[""고려후기""]",,,[],Work,"{""term_name"": ""향약혜민경험방"", ""hanja"": ""鄕藥惠民經驗方"", ""era"": ""고려후기"", ""thesaurus_category"": ""서명"", ""description"": ""고려시대 향약의서. ≪향약집성방(鄕藥集成方)≫에 26개 처방이 인용됨."", ""term_year"": ""?""}","[{""left_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""right_source_candidate_id"": ""source-candidate:e61ffe64aa24f6adbe32"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",EVIDENCE_ONLY,,,,REL_031,향약혜민경험방,Work,
28,gold-case:be44f046cbdca44d9930,term-review-task:35c89da78d0a0d2c5eb4,resolution-case:d6bae9ab76c84c8da2ff,향약집성방,문헌,"[{""problem_id"": ""cj_v41_0062"", ""full_text"": ""감염병 확산 등에 대처하기 위해 구제도감을\n(가)에 들어갈 내용으로 옳지 않은 것은?\n물가 조절을 위해 상평창을 설치하였다.\n병자에게 의약품을 제공하는 혜민국이 있었다.\n환자 치료와 빈민 구제를 위해 동∙서 대비원을 두었어.\n국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}, {""problem_id"": ""cj_v41_0302"", ""full_text"": ""(역사 다큐엔터리 제작 기획안〉 15세기 조선, 과학을 꽃 피우다 1.기획 의도 조선 초, 부국강병과 민생 안정을 위해 과학 기술 분야에서 노력한 모습을 살펴본다. 2.구성 1부 태양의 그림자로 시간을 보는 앙부일구 (가) 3부 외적의 침입에 대비한 신무기, 신기전과 화차\n(가)에 들어갈 내용으로 옳지 않은 것은?\n기기도설을 참고하여 설계한 거중기\n국산 약재와 치료법을 소개한 향약집성방\n한양을 기준으로 한 역법서인 칠정산 내편\n활판 인쇄술의 발달을 가져온 계미자와 갑인자\n우리나라 실정에 맞는 농법을 소개한 농사직설""}, {""problem_id"": ""cj_v41_0531"", ""full_text"": ""왕이 명하였다. \""도성 안의 백성들이 역질에 걸렸으니 구제도감을 설치하여 치료하고, 시신과 유골은 거두어 매장하라.\"" 중서성에서 아뢰었다. \""지난해 관내 서도의 주현에 흉년이 들어 백성이 굶주리고 있다. 사창과 공해의 곡식을 내어 경작을 원조하고, 가난하여 살아갈 수 없는 자는 의창을 열어 진휼하십시오.\""\n다음 상황이 나타난 시기의 사회 시책으로 옳은 것은?\n유랑민을 구휼하는 활인서를 두었다.\n백성들에게 곡식을 빌려주는 진대법을 실시하였다.\n국산 약재와 치료법을 소개한 향약집성방을 편찬하였다.\n기근에 대비하기 위해 구황촬요를 간행하여 보급하였다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}]",source-candidate:ac642a25181a7d21ad24,THESAURUS:TERM:21685:sha256-1022516a18f91e61,THESAURUS,4,,description,description_containment,0.47,UNKNOWN,"[""권채""]","[""權採""]","[""조선전기""]",,,[],Person,"{""term_name"": ""권채"", ""hanja"": ""權採"", ""era"": ""조선전기"", ""thesaurus_category"": ""인명"", ""description"": ""1433년(세종 15)에 왕명으로 ≪향약집성방(鄕藥集成方)≫을 편찬한 조선초기 문신·학자."", ""term_year"": ""1399-1438""}","[{""left_source_candidate_id"": ""source-candidate:184a2dc9ee760ad4247b"", ""right_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""signals"": [""era_overlap""], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:1e4de91a4308d1a1d815"", ""right_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""signals"": [""era_overlap""], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:ac642a25181a7d21ad24"", ""right_source_candidate_id"": ""source-candidate:e61ffe64aa24f6adbe32"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",EVIDENCE_ONLY,,,,REL_032,권채,Person,
28,gold-case:be44f046cbdca44d9930,term-review-task:35c89da78d0a0d2c5eb4,resolution-case:d6bae9ab76c84c8da2ff,향약집성방,문헌,"[{""problem_id"": ""cj_v41_0062"", ""full_text"": ""감염병 확산 등에 대처하기 위해 구제도감을\n(가)에 들어갈 내용으로 옳지 않은 것은?\n물가 조절을 위해 상평창을 설치하였다.\n병자에게 의약품을 제공하는 혜민국이 있었다.\n환자 치료와 빈민 구제를 위해 동∙서 대비원을 두었어.\n국산 약재와 치료 방법을 정리한 향약집성방이 간행되었다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}, {""problem_id"": ""cj_v41_0302"", ""full_text"": ""(역사 다큐엔터리 제작 기획안〉 15세기 조선, 과학을 꽃 피우다 1.기획 의도 조선 초, 부국강병과 민생 안정을 위해 과학 기술 분야에서 노력한 모습을 살펴본다. 2.구성 1부 태양의 그림자로 시간을 보는 앙부일구 (가) 3부 외적의 침입에 대비한 신무기, 신기전과 화차\n(가)에 들어갈 내용으로 옳지 않은 것은?\n기기도설을 참고하여 설계한 거중기\n국산 약재와 치료법을 소개한 향약집성방\n한양을 기준으로 한 역법서인 칠정산 내편\n활판 인쇄술의 발달을 가져온 계미자와 갑인자\n우리나라 실정에 맞는 농법을 소개한 농사직설""}, {""problem_id"": ""cj_v41_0531"", ""full_text"": ""왕이 명하였다. \""도성 안의 백성들이 역질에 걸렸으니 구제도감을 설치하여 치료하고, 시신과 유골은 거두어 매장하라.\"" 중서성에서 아뢰었다. \""지난해 관내 서도의 주현에 흉년이 들어 백성이 굶주리고 있다. 사창과 공해의 곡식을 내어 경작을 원조하고, 가난하여 살아갈 수 없는 자는 의창을 열어 진휼하십시오.\""\n다음 상황이 나타난 시기의 사회 시책으로 옳은 것은?\n유랑민을 구휼하는 활인서를 두었다.\n백성들에게 곡식을 빌려주는 진대법을 실시하였다.\n국산 약재와 치료법을 소개한 향약집성방을 편찬하였다.\n기근에 대비하기 위해 구황촬요를 간행하여 보급하였다.\n기금을 모아 그 이자로 빈민을 구제하는 제위보를 운영하였다.""}]",source-candidate:7bfa26da4230d5eb3f6c,THESAURUS:TERM:8397975:sha256-1022516a18f91e61,THESAURUS,5,,description,description_containment,0.47,UNKNOWN,"[""박윤덕""]","[""朴允德""]","[""조선전기""]",,,[],,"{""term_name"": ""박윤덕"", ""hanja"": ""朴允德"", ""era"": ""조선전기"", ""thesaurus_category"": ""인명>성격별>학자>의·약학"", ""description"": ""조선 태종-세종대에 활동한 의관. 노중례(盧重禮) 등과 《향약채취월령(鄕藥採取月令)》·《향약집성방》등을 편찬하는데 참여함."", ""term_year"": ""?""}",[],,,,,REL_033,박윤덕,Person,
29,gold-case:b788ff7a42d305807e4e,term-review-task:bbca2dec6404fea28f0c,resolution-case:be4c488e98dd414344b0,황국 신민 체조,정책,"[{""problem_id"": ""cj_v41_0607"", ""full_text"": ""이 자료는 중일 전쟁 이후 일제가 침략 전쟁을 확대하던 시기에 만든 황국 신민 치조 실시 요령 이다. 일제는 이 체조를 보급하기 위해 황국 신민 체조의 날을 정하고 전국 곳곳에서 강습회를 개최하였다.\n'시기'에 시행된 일제의 정책으로 옳은 것은?\n회사령을 제정하였다.\n미쓰야 협정을 체결하였다.\n경성 제국 대학을 설립하였다.\n토지 조사 사업을 실시하였다.\n조선 사상범 예방 구금령을 공포하였다.""}]",source-candidate:22eb4b20481f6a8b0d7a,AKS:ARTICLE:E0076120:sha256-704d8ea620c542f5,AKS,1,황국 신민 체조,body,body_mention,1.0,COMPATIBLE,"[""황국신민서사""]","[""皇國臣民誓詞""]","[""근대"", ""일제강점기""]",,,[],Concept,"{""headword"": ""황국신민서사"", ""origin"": ""皇國臣民誓詞"", ""headword_origin"": ""황국신민서사(皇國臣民誓詞)"", ""primary_type"": ""제도/법령·제도"", ""era"": ""근대/일제강점기"", ""definition"": ""1937년 황국신민화 정책의 일환으로 조선총독부가 제정한 맹세."", ""snippet"": ""아동, 학생과 교육관계자로부터 모금을 실시하여 서울 [남산](E0011947)의 조선신궁 경내에 황국신민서사의 탑[皇國臣民誓詞之柱]을 세웠다. 라디오 체조의 형식으로 황국신민체조가 전략적으로""}","[{""left_source_candidate_id"": ""source-candidate:22eb4b20481f6a8b0d7a"", ""right_source_candidate_id"": ""source-candidate:5106e67dfe6a675ff4a6"", ""signals"": [""normalized_name_match"", ""hanja_match""], ""conflicts"": [], ""merge_eligible"": true}]",EVIDENCE_ONLY,,,,REL_034,황국신민서사,Concept,
29,gold-case:b788ff7a42d305807e4e,term-review-task:bbca2dec6404fea28f0c,resolution-case:be4c488e98dd414344b0,황국 신민 체조,정책,"[{""problem_id"": ""cj_v41_0607"", ""full_text"": ""이 자료는 중일 전쟁 이후 일제가 침략 전쟁을 확대하던 시기에 만든 황국 신민 치조 실시 요령 이다. 일제는 이 체조를 보급하기 위해 황국 신민 체조의 날을 정하고 전국 곳곳에서 강습회를 개최하였다.\n'시기'에 시행된 일제의 정책으로 옳은 것은?\n회사령을 제정하였다.\n미쓰야 협정을 체결하였다.\n경성 제국 대학을 설립하였다.\n토지 조사 사업을 실시하였다.\n조선 사상범 예방 구금령을 공포하였다.""}]",source-candidate:5106e67dfe6a675ff4a6,THESAURUS:TERM:18876776:sha256-1022516a18f91e61,THESAURUS,2,황국신민서사,name,name_ngram,0.456667,UNKNOWN,"[""황국신민서사""]","[""皇國臣民誓詞""]","[""일제시기""]",,,[],,"{""term_name"": ""황국신민서사"", ""hanja"": ""皇國臣民誓詞"", ""era"": ""일제시기"", ""thesaurus_category"": ""사회운동·독립운동>일본제국주의>식민통치 및 정책"", ""description"": ""1938년 개정된 조선교육령에 따라 일제가 한국인황국신민화를 강화하기 위해 암송·제창하게 한 맹서."", ""term_year"": ""1938""}","[{""left_source_candidate_id"": ""source-candidate:22eb4b20481f6a8b0d7a"", ""right_source_candidate_id"": ""source-candidate:5106e67dfe6a675ff4a6"", ""signals"": [""normalized_name_match"", ""hanja_match""], ""conflicts"": [], ""merge_eligible"": true}]",EVIDENCE_ONLY,,,,REL_034,황국신민서사,Concept,
29,gold-case:b788ff7a42d305807e4e,term-review-task:bbca2dec6404fea28f0c,resolution-case:be4c488e98dd414344b0,황국 신민 체조,정책,"[{""problem_id"": ""cj_v41_0607"", ""full_text"": ""이 자료는 중일 전쟁 이후 일제가 침략 전쟁을 확대하던 시기에 만든 황국 신민 치조 실시 요령 이다. 일제는 이 체조를 보급하기 위해 황국 신민 체조의 날을 정하고 전국 곳곳에서 강습회를 개최하였다.\n'시기'에 시행된 일제의 정책으로 옳은 것은?\n회사령을 제정하였다.\n미쓰야 협정을 체결하였다.\n경성 제국 대학을 설립하였다.\n토지 조사 사업을 실시하였다.\n조선 사상범 예방 구금령을 공포하였다.""}]",source-candidate:b33f78c7e929db5e4be0,THESAURUS:TERM:18876778:sha256-1022516a18f91e61,THESAURUS,3,황국신민화,name,name_ngram,0.377091,UNKNOWN,"[""황국신민화""]","[""皇國臣民化""]","[""일제시기""]",,,[],,"{""term_name"": ""황국신민화"", ""hanja"": ""皇國臣民化"", ""era"": ""일제시기"", ""thesaurus_category"": ""사회운동·독립운동>일본제국주의>식민통치 및 정책"", ""description"": ""일제시기 말기 민족말살정책의 일환으로 한민족을 말살하고 한국인을 일본인화하려는 정책."", ""term_year"": ""1937-1945""}",[],EVIDENCE_ONLY,,,,REL_035,황국신민화정책,Concept,
29,gold-case:b788ff7a42d305807e4e,term-review-task:bbca2dec6404fea28f0c,resolution-case:be4c488e98dd414344b0,황국 신민 체조,정책,"[{""problem_id"": ""cj_v41_0607"", ""full_text"": ""이 자료는 중일 전쟁 이후 일제가 침략 전쟁을 확대하던 시기에 만든 황국 신민 치조 실시 요령 이다. 일제는 이 체조를 보급하기 위해 황국 신민 체조의 날을 정하고 전국 곳곳에서 강습회를 개최하였다.\n'시기'에 시행된 일제의 정책으로 옳은 것은?\n회사령을 제정하였다.\n미쓰야 협정을 체결하였다.\n경성 제국 대학을 설립하였다.\n토지 조사 사업을 실시하였다.\n조선 사상범 예방 구금령을 공포하였다.""}]",source-candidate:aab48041560e0f1743f9,THESAURUS:TERM:25169630:sha256-1022516a18f91e61,THESAURUS,4,황국신민화정책,name,name_ngram,0.335692,UNKNOWN,"[""황국신민화정책""]","[""皇國臣民化政策""]","[""일제시기""]",,,[],,"{""term_name"": ""황국신민화정책"", ""hanja"": ""皇國臣民化政策"", ""era"": ""일제시기"", ""thesaurus_category"": ""정치·행정·법제>정치사상·정책"", ""description"": ""일제시기 체제 하에서 조선의 완전한 일본화를 목적으로 실행된 정책."", ""term_year"": ""1937-1945""}",[],EVIDENCE_ONLY,,,,REL_035,황국신민화정책,Concept,
29,gold-case:b788ff7a42d305807e4e,term-review-task:bbca2dec6404fea28f0c,resolution-case:be4c488e98dd414344b0,황국 신민 체조,정책,"[{""problem_id"": ""cj_v41_0607"", ""full_text"": ""이 자료는 중일 전쟁 이후 일제가 침략 전쟁을 확대하던 시기에 만든 황국 신민 치조 실시 요령 이다. 일제는 이 체조를 보급하기 위해 황국 신민 체조의 날을 정하고 전국 곳곳에서 강습회를 개최하였다.\n'시기'에 시행된 일제의 정책으로 옳은 것은?\n회사령을 제정하였다.\n미쓰야 협정을 체결하였다.\n경성 제국 대학을 설립하였다.\n토지 조사 사업을 실시하였다.\n조선 사상범 예방 구금령을 공포하였다.""}]",source-candidate:5c75289c02ee9ed5e42c,AKS:ARTICLE:E0070642:sha256-704d8ea620c542f5,AKS,5,국방체조,name,name_ngram,0.292,COMPATIBLE,"[""국방체조""]","[""國放體操""]","[""현대""]",,,[],Concept,"{""headword"": ""국방체조"", ""origin"": ""國放體操"", ""headword_origin"": ""국방체조(國放體操)"", ""primary_type"": ""개념"", ""era"": ""현대"", ""definition"": ""북한에서 국방에 필요한 육체활동을 여러 가지 동작으로 표현한 체조.""}",[],,,,,,,,전혀다른용어
