source_record_id,canonical_id,match_status,method,version,term_decision_id,graph_release_id
AKS:ARTICLE:E0032704:sha256-7515b6340166226d,canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f4ccf3d9277503028c4d,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P023220:sha256-2bfbf7f8ab4b1538,canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f4ccf3d9277503028c4d,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:22786:sha256-1022516a18f91e61,canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f4ccf3d9277503028c4d,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0042339:sha256-7515b6340166226d,canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3d240a61c4e4925e190c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21247:sha256-1022516a18f91e61,canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3d240a61c4e4925e190c,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P033239:sha256-2bfbf7f8ab4b1538,canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3d240a61c4e4925e190c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:7506:sha256-1022516a18f91e61,canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:418512935a490486ca8e,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0052270:sha256-7515b6340166226d,canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:418512935a490486ca8e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:7505:sha256-1022516a18f91e61,canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:418512935a490486ca8e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:2229:sha256-1022516a18f91e61,canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2cdd2bc73fa81306364c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:4199098:sha256-1022516a18f91e61,canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2cdd2bc73fa81306364c,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0006527:sha256-7515b6340166226d,canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2cdd2bc73fa81306364c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21082:sha256-1022516a18f91e61,canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3ce23d004b1a2d601719,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010494:sha256-7515b6340166226d,canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3ce23d004b1a2d601719,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P010226:sha256-2bfbf7f8ab4b1538,canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3ce23d004b1a2d601719,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P029353:sha256-2bfbf7f8ab4b1538,canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eacf33fb09f820362690,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:29371498:sha256-1022516a18f91e61,canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eacf33fb09f820362690,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0039379:sha256-7515b6340166226d,canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eacf33fb09f820362690,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050346:sha256-7515b6340166226d,canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:23fdb29cc57d6dfc2b4a,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21539:sha256-1022516a18f91e61,canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:23fdb29cc57d6dfc2b4a,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P052716:sha256-2bfbf7f8ab4b1538,canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:23fdb29cc57d6dfc2b4a,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0018750:sha256-7515b6340166226d,canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eabd774feb0b1b7284bb,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:35664467:sha256-1022516a18f91e61,canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eabd774feb0b1b7284bb,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P014044:sha256-2bfbf7f8ab4b1538,canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:eabd774feb0b1b7284bb,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P052395:sha256-2bfbf7f8ab4b1538,canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4b01381a9ebfc0ea41aa,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050190:sha256-7515b6340166226d,canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4b01381a9ebfc0ea41aa,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21534:sha256-1022516a18f91e61,canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4b01381a9ebfc0ea41aa,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0044640:sha256-7515b6340166226d,canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ab2c4abb83471251323b,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23231:sha256-1022516a18f91e61,canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ab2c4abb83471251323b,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P039883:sha256-2bfbf7f8ab4b1538,canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ab2c4abb83471251323b,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0057458:sha256-7515b6340166226d,canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4982546de68f17484cfe,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:33564911:sha256-1022516a18f91e61,canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4982546de68f17484cfe,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P060521:sha256-2bfbf7f8ab4b1538,canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4982546de68f17484cfe,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23315:sha256-1022516a18f91e61,canonical:person:935fa8dc-8861-419a-adf8-808beba25a5d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a7db6b4e72adf9f834be,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0045625:sha256-7515b6340166226d,canonical:person:935fa8dc-8861-419a-adf8-808beba25a5d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a7db6b4e72adf9f834be,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P044552:sha256-2bfbf7f8ab4b1538,canonical:person:935fa8dc-8861-419a-adf8-808beba25a5d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a7db6b4e72adf9f834be,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0043305:sha256-7515b6340166226d,canonical:person:8cd75eb0-15ea-4d63-9d24-bb14c06fd227,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:858d165d9221a1ae5ad7,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P035163:sha256-2bfbf7f8ab4b1538,canonical:person:8cd75eb0-15ea-4d63-9d24-bb14c06fd227,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:858d165d9221a1ae5ad7,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:8398850:sha256-1022516a18f91e61,canonical:person:8cd75eb0-15ea-4d63-9d24-bb14c06fd227,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:858d165d9221a1ae5ad7,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050182:sha256-7515b6340166226d,canonical:person:6831f324-f8c0-4385-9169-c30ef16d120a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:72ec6af58b81d731ac93,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P052378:sha256-2bfbf7f8ab4b1538,canonical:person:6831f324-f8c0-4385-9169-c30ef16d120a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:72ec6af58b81d731ac93,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21453:sha256-1022516a18f91e61,canonical:person:6831f324-f8c0-4385-9169-c30ef16d120a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:72ec6af58b81d731ac93,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P047950:sha256-2bfbf7f8ab4b1538,canonical:person:1765d798-9e71-4a28-ba97-f68aa630c612,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9792730d8352fd628d8e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21298:sha256-1022516a18f91e61,canonical:person:1765d798-9e71-4a28-ba97-f68aa630c612,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9792730d8352fd628d8e,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0046426:sha256-7515b6340166226d,canonical:person:1765d798-9e71-4a28-ba97-f68aa630c612,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9792730d8352fd628d8e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:4123:sha256-1022516a18f91e61,canonical:event:8626ad98-7bff-42a2-bbc8-07a0238ac90a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:82d02baba3fcf6270edd,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0068065:sha256-7515b6340166226d,canonical:event:8626ad98-7bff-42a2-bbc8-07a0238ac90a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:82d02baba3fcf6270edd,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:4122:sha256-1022516a18f91e61,canonical:event:8626ad98-7bff-42a2-bbc8-07a0238ac90a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:82d02baba3fcf6270edd,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23943:sha256-1022516a18f91e61,canonical:person:c80d2deb-530c-4ddc-9a79-74d0b96a5e3d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7bf8359dfcbd5eaf8fa9,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0064343:sha256-7515b6340166226d,canonical:person:c80d2deb-530c-4ddc-9a79-74d0b96a5e3d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7bf8359dfcbd5eaf8fa9,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P065760:sha256-2bfbf7f8ab4b1538,canonical:person:c80d2deb-530c-4ddc-9a79-74d0b96a5e3d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7bf8359dfcbd5eaf8fa9,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0029731:sha256-7515b6340166226d,canonical:person:cfbe0bbf-21a3-4f37-a7db-868d5e352feb,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c6c9fc504825a8f667f9,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P021164:sha256-2bfbf7f8ab4b1538,canonical:person:cfbe0bbf-21a3-4f37-a7db-868d5e352feb,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c6c9fc504825a8f667f9,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:22744:sha256-1022516a18f91e61,canonical:person:cfbe0bbf-21a3-4f37-a7db-868d5e352feb,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c6c9fc504825a8f667f9,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0020099:sha256-7515b6340166226d,canonical:person:bc5a4612-d15f-4f1d-9234-804f91ca4bab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f6e12f2be2e1ac371033,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:35663859:sha256-1022516a18f91e61,canonical:person:bc5a4612-d15f-4f1d-9234-804f91ca4bab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f6e12f2be2e1ac371033,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P014532:sha256-2bfbf7f8ab4b1538,canonical:person:bc5a4612-d15f-4f1d-9234-804f91ca4bab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f6e12f2be2e1ac371033,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P031524:sha256-2bfbf7f8ab4b1538,canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:263fc3b38baea9bdd413,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23009:sha256-1022516a18f91e61,canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:263fc3b38baea9bdd413,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0041762:sha256-7515b6340166226d,canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:263fc3b38baea9bdd413,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23424:sha256-1022516a18f91e61,canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1a14b85ddd5db68ae393,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0047135:sha256-7515b6340166226d,canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1a14b85ddd5db68ae393,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P049512:sha256-2bfbf7f8ab4b1538,canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1a14b85ddd5db68ae393,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21242:sha256-1022516a18f91e61,canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5f0a2e1ce882bd41d19a,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0041759:sha256-7515b6340166226d,canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5f0a2e1ce882bd41d19a,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P031515:sha256-2bfbf7f8ab4b1538,canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5f0a2e1ce882bd41d19a,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:781:sha256-1022516a18f91e61,canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8574a29b6e9b1c9f32be,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21000705:sha256-1022516a18f91e61,canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8574a29b6e9b1c9f32be,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0025902:sha256-7515b6340166226d,canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8574a29b6e9b1c9f32be,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0035026:sha256-7515b6340166226d,canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a99e2d8174c2d7b34eed,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P026995:sha256-2bfbf7f8ab4b1538,canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a99e2d8174c2d7b34eed,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21195:sha256-1022516a18f91e61,canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a99e2d8174c2d7b34eed,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P050483:sha256-2bfbf7f8ab4b1538,canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5ee2892418a6bc0f0ed9,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23459:sha256-1022516a18f91e61,canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5ee2892418a6bc0f0ed9,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0048060:sha256-7515b6340166226d,canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5ee2892418a6bc0f0ed9,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23705:sha256-1022516a18f91e61,canonical:person:ae3c6bfc-dd82-4747-9b16-963494fe6670,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:751a0079c84bf02168ac,korean-history-fact-graph-2026-07-28-contextual-v7
