entity_id,entity_type,graph_release_id
canonical:person:46de764e-7030-4993-afc3-03a4ae315e36,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:bee284c3-9f1d-4182-aeec-f92b24d71d02,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a2094dc5-ff8a-4ed6-a30d-50c4f1a6b014,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:311e6d8f-1a44-461f-9e14-65dfd80c8123,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4a7847d3-f7ad-4a25-882d-59fc95c6f659,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:11927dfd-525d-4743-aa6e-8ae5d2328315,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:39905b63-2090-4002-9bd3-e0ea9b1cd724,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8263a704-9874-4f9a-bcaf-09bbc4b4a487,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d40c8cd7-b82c-4158-9896-0c617561dd95,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b83986d2-3af0-43b7-9372-ddbedd40d89c,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c972760f-253a-45a7-b796-434635cc4f99,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cee880c2-1ca5-4857-a8ab-fa446f3bd286,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:79c14f24-7f1f-40d9-a3e5-d6eaf3a6935c,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:50f88bbd-b61b-468f-a669-34d9d3f05ef2,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:703c7ed9-e32d-4d18-8283-c4ce943ef860,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c3ca8006-2e47-43b4-bb0b-60a1486ce03e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:acd7b89c-43dd-4e0b-b6aa-00c9e667c927,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:31b8793c-7004-4cd5-9b6b-ab1ce04bcf29,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:84a4a6aa-71d5-4b77-903c-c9e0de9cdb77,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:60040a00-da52-44d0-961d-56dab17d7076,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0cde6c1e-b198-4300-b3ee-db27ad1d6d98,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2ccb3153-5eee-4a79-98d9-52d10bad11ca,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:da3313aa-3e56-4113-8115-e37c034bd967,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ea3e01f9-584e-4ed6-96bf-1a4752a706f3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a74ad229-6faf-4f04-8b18-966ff536f09e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4737d72c-aef8-446a-9163-a8b2c8c34e6b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b72a29b0-f063-40a3-94d9-d07b6d42b879,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:94a6c772-a3aa-4f47-9668-190846291933,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e72df1fe-15e8-4e33-a36b-94eb10524f57,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:efb636e3-ec1a-4c69-9d50-91a22cc53a25,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1345cca4-d111-42e7-b5d8-ec9a54251ce0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:eae8019f-fd3a-422c-bc92-3edae626e7cd,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8598ebb1-ee6a-45cb-a9f1-90c6465eb7f3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:69e021cf-dd22-42ba-83cf-eff6ac5fac28,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3e7d4fd2-5079-40a1-b656-b3f91ac0641e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:99acf3f1-590e-4eb6-a86f-d07e3a77f2ed,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:412f16eb-1b80-4dec-b32d-466875b4a6c1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cb4cc08c-2ec4-4ca1-a424-35d82ada73c9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:7b05fe3b-2123-498b-83bf-4725f25420c8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ba77a6f6-59a1-4300-b350-006d66d48a07,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d303d1c2-0442-489c-8219-292fed82a0c3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:df9ac382-1b53-4274-b5cb-8809dcd55b58,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fe95832f-8d08-49d4-9ce1-7821f7c9ee40,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e4f2572c-1a15-4e66-ac87-e87b93a681f2,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:87444f7e-7425-42ad-b2aa-c1f0e959c125,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c02bf1c1-ff1d-4cdf-85a2-8da4be84bbca,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:dd554bed-5f28-474e-a764-d2171d4e1157,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:04974468-305b-45b0-a1c1-ec97482a0f80,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:659668a3-6526-4a4b-9bf7-3d831d900799,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c6df41bc-97f9-4c45-a59d-90bb3c646bcc,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:c11f251d-7bb1-49a6-852b-ef1c64b2a797,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:5c70b918-ad40-4457-aba8-63aa1aa5815a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8ab4ba05-d9af-426b-b8d3-39910af77ade,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cb4a4888-8482-4fbc-8f8d-487f271d5c51,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:505afbde-c26a-4be1-a10a-cd39ff26f8bb,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b50093bc-8285-4230-9a97-b7608bd35490,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:9a76e3d6-ccd6-473a-8f87-b76680aed818,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:d5642334-5877-49ab-841d-f54ce2ac53d4,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2662a128-dd81-40ab-9199-2f52128ac442,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a7daacea-0eba-4498-ac28-79d7734b1984,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:269be6b2-ec2e-4e58-b76a-2aca2dee849e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:61409ecc-f3d9-4b4e-9074-7ef4b59d6e6e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:cdac3474-5014-4c3e-9ff0-f95c942a0a94,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:33ca6b8b-5005-40ea-b34e-5b1c6263af6e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:70dc0fac-da15-4b23-8ab9-9fa5d23d2b1f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:30f84df1-843f-49b9-ac82-af9319ac0a9b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:162f1202-c1b7-4c1a-a052-66ea6e71ad13,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:14d9ddac-fd75-421f-8516-707826deb330,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1d163a16-2f48-4da9-8fc4-476198c4b9e6,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e8390f96-2319-4583-855b-fc22626ada9f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8786ce3e-eb5d-469b-8c14-c35e00cde727,Person,korean-history-fact-graph-2026-07-27-contextual-v1
